LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
13.4308384,52.4816072,18,Flughafenstraße,,Berlin,,,12053,,676e1c2460192e63
7.1807792,50.7450254,7,Lupinenweg,,,,,,,460f394a33fc41ca
7.0332402,52.4267522,4,Grillenweg,,"Nordhorn, Stadt",,,,,200c17f39b5ac973
7.9086482,51.7543818,30,Kurvenstraße,,Ahlen,,,,,e19d9876056decee
7.1649371,51.7305625,158,Annabergstraße,,Haltern am See,,,,,b41530bb2fb8ea0d
7.2584767,51.3995352,55,Im Hammertal,,Witten,,,,,52847aef92687c7a
10.1060933,53.6408023,9,Altmühlweg,,Hamburg,,,,,e01e50ed9e14c06d
13.5148495,52.4971853,54,Balatonstraße,,Berlin,,,10319,,569ebac74e325f5d
8.8044761,52.1881329,31,Turmstraße,,Bad Oeynhausen,,,,,8dc1311e400a7426
12.3824201,50.8270141,43,Waldstraße,,Crimmitschau,,,8451,,
12.941273,50.8364602,27,Ludwig-Kirsch-Straße,,Chemnitz,,,9130,,
7.1066889,51.1189459,52,Bechhauser Weg,,Leichlingen (Rhld.),,,,,f5a987920f6fd617
7.0449617,51.4581603,2,Lüningshove,,,,,,,137e342ce2657db3
10.2342538,53.4877644,82,Justus-Brinckmann-Straße,,Hamburg,,,,,d8cc13b04a3088fe
6.5876768,51.3739825,22,Rather Straße,,,,,,,144a34326c7bbdec
7.6881722,51.8427446,24,Göttendorfer Weg,,Drensteinfurt,,,,,9e36349a9d8ebfe3
8.5131536,52.0987976,10,Spenger Straße,,,,,,,b35d791e0bde6d5e
6.4353088,51.5391619,66,Weseler Str.,,Issum,,,,,91887460106fec1e
7.1016168,52.44007,58,Buchenstraße,,"Nordhorn, Stadt",,,,,8ab04be26a29b74e
6.6047893,51.3503761,5,Wiesenstraße,,,,,,,38054acbc1893f21
7.7156374,51.9121069,147,Von-Holte-Straße,,,,,,,047278e13a59156e
7.1268092,51.0024687,31,Engelsgut,,Bergisch Gladbach,,,,,dd73781e3d5539b5
11.5710787,50.9306694,92,Lutherstraße,,Jena,,,,,c5e071e829027386
7.2424333,51.1720693,29,Grenzwall,,,,,,,e4764dd79013b6cf
7.0563069,51.6277275,149,Kardenstraße,,Marl,,,,,f7704de45a391086
7.7302299,51.3278446,13,Auf der Hecke,,Hemer,,,,,d0ed64d839a07d0b
